800mm Repeating Cannon I,831,496,"A two-barreled, intermediate-range, powerful cannon capable of causing tremendous damage. 

Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.",12000,12000,12000,9000
1200mm Artillery Cannon I,832,497,"One of the most powerful projectile cannons a battleship can equip. 

Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.",12000,12000,12000,9000
1400mm Howitzer Artillery I,833,498,"The ultimate artillery cannon. It hurls death and destruction over incredible distances. 

Must be loaded with any of the following projectile ammo types: Carbonized Lead, Depleted Uranium, EMP, Fusion, Nuclear, Phased Plasma, Proton, or Titanium Sabot.",12000,12000,12000,9000
Light Missile Launcher I,786,499,Favored by many for its average capacity and firing rate. Useful in both fast attack raids and longer battles.
,12000,12000,12000,9000
Heavy Missile Launcher I,788,501,"Designed for long engagements between medium sized ships. Slow firing rate, but makes up for it with a large missile capacity.",12000,12000,12000,9000
Torpedo Launcher I,790,503,"A massive launcher designed for extended bombardments of hard targets like battleships and stations. Contains a huge missile capacity, but has a slow firing rate and trouble targeting small, fast ships.",12000,12000,12000,9000
Gyrostabilizer II,1095,519,Gives a bonus to the speed and damage of projectile turrets. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,24000,24000,500000,75000
Gyrostabilizer I,1096,520,Gives a bonus to the speed and damage of projectile turrets. 

Penalty: Using more than one type of this module or similar modules that affect the same attribute on the ship will be penalized.,12000,12000,12000,9000
Small Armor Repairer I,1099,523,This module uses nano-assemblers to repair damage done to the armor of the ship.,12000,12000,12000,9000
Small Hull Repairer I,1100,524,Makes use of nano-assembler technology in order to repair damage done to the structure.,12000,12000,12000,9000
Stasis Webifier I,1102,526,"Reduces the maximum speed of a ship by employing micro energy streams which effectively entangle the target temporarily, thereby slowing it down.",12000,12000,12000,9000
Stasis Webifier II,1103,527,"Reduces the maximum speed of a ship by employing micro energy streams which effectively entangle the target temporarily, thereby slowing it down.",54000,36000,900000,135000
Small Remote Capacitor Transmitter I,1105,529,Transfers capacitor energy to another ship.,12000,12000,12000,9000
Small Nosferatu I,1106,530,Drains energy from the target ship and adds it to your own.

Note: a Nosferatu module will not drain your target's capacitor below your own capacitor level.,12000,12000,12000,9000
Small Energy Neutralizer I,1109,533,Neutralizes a portion of the energy in the target ship's capacitor.,12000,12000,12000,9000
75mm Gatling Rail I,1112,561,"A small multi-barreled railgun for frigates. Railguns use magnetic rails to fire solid chunks of matter at hypersonic speed. The accurate range of railguns is very good, but due to technical limitations it cannot use onboard guidance. This results in a fairly rapid drop in accuracy at extreme ranges. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Light Electron Blaster I,1113,562,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Light Ion Blaster I,1114,563,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Light Neutron Blaster I,1115,564,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
150mm Railgun I,1116,565,"This is a standard long-range railgun designed for frigates. Railguns use magnetic rails to fire solid chunks of matter at hypersonic speed. The accurate range of railguns is very good, but due to technical limitations it cannot use onboard guidance. This results in a fairly rapid drop in accuracy at extreme ranges. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Heavy Electron Blaster I,1117,566,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Dual 150mm Railgun I,1118,567,"This cruiser-sized weapon is a double-barreled version of the frigate class 150mm railgun. Railguns use magnetic rails to fire solid chunks of matter at hypersonic speed. The accurate range of railguns is very good, but due to technical limitations it cannot use onboard guidance. This results in a fairly rapid drop in accuracy at extreme ranges. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Heavy Neutron Blaster I,1119,568,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Heavy Ion Blaster I,1120,569,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
250mm Railgun I,1121,570,"Cruiser-sized large barrel turret. Railguns use magnetic rails to fire solid chunks of matter at hypersonic speed. The accurate range of railguns is very good, but due to technical limitations it cannot use onboard guidance. This results in a fairly rapid drop in accuracy at extreme ranges. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Electron Blaster Cannon I,1122,571,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Dual 250mm Railgun I,1123,572,"This battleship-sized weapon is a double-barreled version of the cruiser class 250mm railgun. Railguns use magnetic rails to fire solid chunks of matter at hypersonic speed. The accurate range of railguns is very good, but due to technical limitations it cannot use onboard guidance. This results in a fairly rapid drop in accuracy at extreme ranges. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
Neutron Blaster Cannon I,1124,573,"Particle blasters operate on a similar principle as the railgun except they fire a magnetically contained ball of subatomic particles. No other turret class can match the sheer destructive power of particle blasters, but due to the rapid dispersion of the containment field, it also has the worst range of all turrets. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
425mm Railgun I,1125,574,"This large battleship-sized weapon packs quite a punch. Railguns use magnetic rails to fire solid chunks of matter at hypersonic speed. The accurate range of railguns is very good, but due to technical limitations it cannot use onboard guidance. This results in a fairly rapid drop in accuracy at extreme ranges. 

Requires hybrid charge types: Antimatter, Iridium, Iron, Lead, Plutonium, Thorium, Tungsten, Uranium.",12000,12000,12000,9000
